,Mins,Rating,Market Value,Fee,Class
1307,1759,7.41,43.38693494328635,0.0,1
1308,2760,7.28,52.3653914398833,0.0,1
1309,2837,7.23,55.08724387737243,0.0,0
1310,1930,7.11,59.02701899091676,0.0,1
1311,2676,7.09,61.814127900235974,0.0,1
1312,2613,7.06,63.187924795576066,0.0,1
1313,2815,7.03,65.19101070461267,0.0,1
1314,1532,7.02,62.65210249254994,0.0,1
1315,1876,7.0,64.48459184146907,0.0,1
1316,2880,6.98,67.88436703582119,0.0,1
1317,2879,6.98,67.88199236029777,0.0,1
1318,1572,6.97,65.28609193567388,0.0,1
1319,1557,6.96,65.75827228726081,0.0,1
1320,1802,6.96,66.34006779048968,0.0,1
1321,1701,6.96,66.100225562628,0.0,1
1322,1367,6.95,65.81488442225577,0.0,1
1323,1513,6.93,67.17718801754518,0.0,1
1324,2495,6.93,69.50911938150733,0.0,1
1325,2926,6.93,70.53260453208543,0.0,1
1326,2520,6.93,69.56848626959192,0.0,0
1327,2509,6.92,70.05016532327244,0.0,1
1328,2130,6.9,70.16576426878567,0.0,1
1329,2343,6.89,71.17937063970408,0.0,1
1330,2627,6.89,71.85377848834486,0.0,1
1331,3060,6.88,73.38981347440745,0.0,1
1332,1995,6.87,71.36858452644219,0.0,1
1333,1576,6.87,70.37359548214471,0.0,0
1334,2250,6.87,71.97412678490491,0.0,1
1335,2520,6.87,72.61528917621831,0.0,1
1336,2790,6.86,73.76425205196949,0.0,1
1337,1346,6.85,70.84302108064207,0.0,1
1338,1342,6.85,70.83352237854854,0.0,1
1339,2938,6.84,75.13130499830561,0.0,0
1340,2327,6.83,74.18817873795626,0.0,1
1341,2296,6.83,74.11456379673137,0.0,1
1342,1746,6.82,73.3162927433084,0.0,1
1343,1404,6.82,72.50415371431143,0.0,1
1344,1978,6.82,73.8672174647333,0.0,1
1345,2451,6.81,75.49823947173127,0.0,1
1346,1153,6.81,72.41591064238003,0.0,1
1347,2081,6.8,75.12741001251726,0.0,1
1348,1564,6.79,74.40750325136594,0.0,1
1349,2610,6.78,77.39921433326236,0.0,1
1350,1620,6.78,75.04828556511308,0.0,1
1351,1237,6.77,74.64658532409516,0.0,1
1352,1168,6.77,74.48273271298171,0.0,0
1353,2509,6.77,77.66717258983846,0.0,1
1354,3028,6.76,79.407429670912,0.0,1
1355,1788,6.76,76.46283202191694,0.0,1
1356,1719,6.75,76.80677989524122,0.0,1
1357,1917,6.75,77.27696564887106,0.0,1
1358,1422,6.75,76.10150126479641,0.0,1
1359,2593,6.75,78.88224630267803,0.0,1
1360,2302,6.74,78.69901620981125,0.0,1
1361,1351,6.74,76.44069978707392,0.0,1
1362,2164,6.74,78.37131098758442,0.0,1
1363,1058,6.74,75.74491985872271,0.0,1
1364,2970,6.73,80.79309994386887,0.0,1
1365,1720,6.73,77.82475553964002,0.0,1
1366,1998,6.73,78.4849153351405,0.0,1
1367,1792,6.73,77.99573217732359,0.0,1
1368,2093,6.72,79.21830999429972,0.0,1
1369,2119,6.72,79.28005155790765,0.0,1
1370,2746,6.72,80.76897311106887,0.0,1
1371,3060,6.72,81.51462122541113,0.0,1
1372,2880,6.71,81.59498011563994,0.0,1
1373,1136,6.71,77.45354600285981,0.0,1
1374,2730,6.71,81.23877878713245,0.0,1
1375,2494,6.71,80.67835536361406,0.0,1
1376,1469,6.71,78.2443129521464,0.0,1
1377,2674,6.7,81.6135974422607,0.0,1
1378,2979,6.7,82.33787347689258,0.0,1
1379,1333,6.7,78.42915756540401,0.0,1
1380,1433,6.7,78.66662511774229,0.0,1
1381,2127,6.7,80.31464993097018,0.0,1
1382,1913,6.69,80.31426985340391,0.0,1
1383,1621,6.69,79.62086460057606,0.0,0
1384,2295,6.69,81.22139590333626,0.0,1
1385,2462,6.69,81.6179667157412,0.0,1
1386,1873,6.69,80.2192828324686,0.0,1
1387,940,6.68,78.51151105358997,0.0,1
1388,1826,6.68,80.61547356730739,0.0,1
1389,1249,6.68,79.24528579031534,0.0,1
1390,1083,6.68,78.85108965343375,0.0,1
1391,1763,6.68,80.46586900933426,0.0,1
1392,1832,6.68,80.62972162044764,0.0,1
1393,1616,6.67,80.62459219183467,0.0,1
1394,2639,6.66,83.56168573669322,0.0,1
1395,2970,6.66,84.34770333493299,0.0,1
1396,2790,6.66,83.92026174072407,0.0,1
1397,2204,6.65,83.03650236845931,0.0,1
1398,2171,6.65,82.95813807618765,0.0,0
1399,1926,6.64,82.88414305739656,0.0,1
1400,2236,6.64,83.62029246964534,0.0,1
1401,2059,6.63,83.70777538644427,0.0,1
1402,2206,6.63,84.05685268838158,0.0,1
1403,1622,6.62,83.17784266716353,0.0,1
1404,2880,6.62,86.16518447557951,0.0,1
1405,1411,6.62,82.67678613172973,0.0,1
1406,2880,6.61,86.67298496001723,0.0,1
1407,2824,6.61,86.54000313070776,0.0,1
1408,630,6.61,81.32996503240525,0.0,1
1409,1899,6.61,84.34342827157838,0.0,1
1410,1644,6.61,83.73788601311571,0.0,1
1411,1714,6.6,84.41191378419029,0.0,1
1412,2643,6.6,86.61798734541321,0.0,1
1413,2216,6.6,85.6040008969286,0.0,1
1414,1878,6.6,84.80136057002511,0.0,1
1415,1098,6.6,82.94911366178633,0.0,1
1416,1271,6.59,83.8677330117693,0.0,1
1417,2880,6.59,87.68858592889273,0.0,1
1418,1453,6.59,84.29992395702504,0.0,1
1419,1737,6.58,85.48213229010355,0.0,1
1420,1604,6.57,85.67410092993129,0.0,1
1421,1507,6.57,85.44375740416314,0.0,1
1422,2451,6.57,87.68545109823674,0.0,1
1423,1075,6.56,84.92569806249941,0.0,1
1424,2768,6.55,89.45382420802468,0.0,1
1425,2024,6.55,87.68706561862768,0.0,1
1426,1589,6.55,86.65408176595605,0.0,1
1427,2233,6.54,88.69117328745244,0.0,1
1428,2430,6.54,89.15898436555892,0.0,1
1429,1624,6.54,87.24499589371214,0.0,1
1430,1425,6.54,86.77243546455895,0.0,1
1431,2395,6.54,89.07587072224055,0.0,1
1432,1144,6.53,86.61295212692602,0.0,1
1433,1583,6.52,88.16323516612897,0.0,1
1434,3060,6.52,91.67063091416577,0.0,1
1435,676,6.51,86.51720495085823,0.0,1
1436,2790,6.51,91.53726900729009,0.0,1
1437,877,6.49,88.01011569993364,0.0,0
1438,1409,6.49,89.27344307837342,0.0,2
1439,968,6.49,88.22621117256148,0.0,0
1440,1779,6.48,90.65987350646287,0.0,2
1441,2160,6.48,91.56462488087186,0.0,2
1442,1623,6.47,90.79722460925291,0.0,2
1443,961,6.45,90.24079038164876,0.0,2
1444,928,6.44,90.67022657381483,0.0,2
1445,2430,6.44,94.23698920993621,0.0,2
1446,1920,6.44,93.02590469301083,0.0,2
1447,724,6.43,90.69359325148247,0.0,2
1448,1219,6.43,91.86905763555711,0.0,2
1449,1360,6.42,92.71168736879184,0.0,2
1450,1118,6.41,92.64481637657082,0.0,2
1451,1259,6.4,93.48744610980555,0.0,2
1452,1466,6.4,93.97900394314581,0.0,2
1453,761,6.4,92.30485769916072,0.0,0
1454,1524,6.4,94.11673512350205,0.0,2
1455,1724,6.39,95.09947071261644,0.0,0
1456,1472,6.38,95.00885296516162,0.0,2
1457,1679,6.38,95.50041079850195,0.0,2
1458,972,6.38,93.82151520347008,0.0,0
1459,1187,6.37,94.83987092543515,0.0,2
1460,1660,6.37,95.9630924479954,0.0,2
1461,565,6.36,93.8706232343286,0.0,2
1462,689,6.34,95.18068396810361,0.0,2
1463,1186,6.33,96.86869818766274,0.0,2
1464,1010,6.32,96.95855577998503,0.0,2
1465,720,6.31,96.77770036264167,0.0,2
1466,941,6.31,97.30250365330932,0.0,2
1467,1363,6.31,98.30461672417698,0.0,2
1468,516,6.29,97.30886752474697,0.0,2
1469,1004,6.27,99.4833101490334,0.0,2
1470,793,6.19,103.04465748910138,0.0,2
